title,url,writer
"레드햇 공격 당해...해커 그룹, “570GB 분량 고객 민감 데이터 털었다”",http://boannews.com/media/view.asp?idx=139676&page=7&kind=1,한세희 기자 | 2025년 10월 08일 15:59
연이은 보안 사고로 경각심 높아졌지만... “보안 예산 늘릴 계획 없다” 1위,http://boannews.com/media/view.asp?idx=139639&page=7&kind=2,조재호 기자 | 2025년 10월 08일 11:20
"레디스 DB 치명적 취약점 발견...해커, 원격 코드 실행 공격 가능",http://boannews.com/media/view.asp?idx=139675&page=7&kind=1,한세희 기자 | 2025년 10월 08일 11:11
"[미리보는 2025 국감-5] 사이버 보안 분야, 정부 역할과 제도 개선 방안은?",http://boannews.com/media/view.asp?idx=139551&page=7&kind=2,엄호식 기자 | 2025년 10월 08일 08:41
"日 법원, 잇단 ‘親특허’ 판결...글로벌 IP수익화 기대",http://boannews.com/media/view.asp?idx=139674&page=8&kind=1,IP전략연구소 | 2025년 10월 08일 02:12
"[IP월드] 中 변리사회, 특허 출원서 작성에 AI 사용 금지...‘윤리·실무 규범’ 개정",http://boannews.com/media/view.asp?idx=139673&page=8&kind=1,IP전략연구소 | 2025년 10월 08일 01:22
[긴급] ‘오라클 EBS’ 사용 기업 보안 경고등! 취약점 악용해 클롭 랜섬웨어 조직 실제 공격중,http://boannews.com/media/view.asp?idx=139672&page=8&kind=1,한세희 기자 | 2025년 10월 07일 18:13
랜섬웨어 공격자와 협상?...‘불가피하다’ 51% vs. ‘절대 안된다’ 44%,http://boannews.com/media/view.asp?idx=139646&page=8&kind=1,강현주 기자 | 2025년 10월 07일 10:13
[미리보는 2025 국감-4] 송경희 위원장 앞에 산적한 개인정보보호 과제는?,http://boannews.com/media/view.asp?idx=139546&page=8&kind=2,엄호식 기자 | 2025년 10월 07일 10:08
[AI와 보안] AI 백본 MCP 서버 해킹 통로 악용...데이터 훔쳐 ‘숨은 참조’ 메일로 해커에 보내,http://boannews.com/media/view.asp?idx=139617&page=8&kind=4,한세희 기자 | 2025년 10월 07일 09:51
[부고] 백지영 디지털데일리 디지털플랫폼부 부장 부친상,http://boannews.com/media/view.asp?idx=139671&page=8&kind=1,강현주 기자 | 2025년 10월 07일 09:37
"국정자원 화재 사태, 시스템 복구율 24.1%...‘온나라 문서’ 재가동",http://boannews.com/media/view.asp?idx=139670&page=8&kind=1,조재호 기자 | 2025년 10월 06일 17:59
[AI와 보안] 보안 종사자 97% “AI 보안 솔루션 필요해”...AI 공격 맞대응·인력 부족 이유,http://boannews.com/media/view.asp?idx=139666&page=8&kind=1,강현주 기자 | 2025년 10월 06일 12:07
"KISA, 추석 연휴 랜섬웨어·스미싱 등 사이버 침해사고 주의 권고",http://boannews.com/media/view.asp?idx=139668&page=8&kind=1,조재호 기자 | 2025년 10월 06일 10:32
[미리보는 2025 국감-3] 이재명 정부의 핵심 공약 AI·ICT 분야 짚어보기,http://boannews.com/media/view.asp?idx=139541&page=8&kind=6,엄호식 기자 | 2025년 10월 06일 09:07
"[이슈칼럼] 국정자원 화재 사태가 남긴 것... “보안은 막는 것, 복원력은 살아남는 것”",http://boannews.com/media/view.asp?idx=139667&page=8&kind=1,권준  기자 | 2025년 10월 06일 01:05
"[IP국감] “NPE 소송 6년간 558건...소부장 피해 집중, 中企까지 타깃 확대”",http://boannews.com/media/view.asp?idx=139665&page=8&kind=1,IP전략연구소 | 2025년 10월 05일 15:03
KISA 해킹 대응 업무 몇배 증가...담당 인력은 고작 7% 증가,http://boannews.com/media/view.asp?idx=139664&page=8&kind=2,강현주 기자 | 2025년 10월 05일 12:55
기업뿐 아니라 국가기관 노린다...軍·헌재 해킹 시도 증가,http://boannews.com/media/view.asp?idx=139663&page=8&kind=1,강현주 기자 | 2025년 10월 05일 11:41
“가상자산 고수익 미끼 던지는 보이스피싱 주의”,http://boannews.com/media/view.asp?idx=139662&page=8&kind=3,강현주 기자 | 2025년 10월 05일 09:53
기업 보안 책임자들 사이버 사고 ‘은폐’ 심각,http://boannews.com/media/view.asp?idx=139616&page=8&kind=3,한세희 기자 | 2025년 10월 05일 09:25
“너 T지?”...보안 종사자 MBTI 1위는 ‘외로운 계획쟁이 ISTJ’,http://boannews.com/media/view.asp?idx=139640&page=8&kind=3,강현주 기자 | 2025년 10월 05일 09:20
"USPTO, 상표 무더기 말소...美 상표권 관리 초비상",http://boannews.com/media/view.asp?idx=139661&page=8&kind=1,IP전략연구소 | 2025년 10월 05일 01:22
[미리보는 2025 국감-2] 산업보안·산업안전 이슈 집중 점검해보니,http://boannews.com/media/view.asp?idx=139557&page=8&kind=6,엄호식 기자 | 2025년 10월 05일 00:05
[AI와 보안] “AI 자체가 공격 통로”...구글 제미나이 취약점 발견,http://boannews.com/media/view.asp?idx=139618&page=9&kind=4,한세희 기자 | 2025년 10월 04일 23:54
"[이원태의 글로벌 AI안보 전략-6] 한국의 AI 외교, 글로벌 권력 지형을 다시 그리다",http://boannews.com/media/view.asp?idx=139660&page=9&kind=4,권준  기자 | 2025년 10월 04일 23:17
"게이머 인기 메신저 디스코드, 일부 이용자 정보 유출",http://boannews.com/media/view.asp?idx=139659&page=9&kind=1,강현주 기자 | 2025년 10월 04일 18:29
"입법조사처 “KT, 해킹피해 없는 고객도 위약금 면제 귀책”...완화 여지도 제시",http://boannews.com/media/view.asp?idx=139658&page=9&kind=1,강현주 기자 | 2025년 10월 04일 18:16
국정자원 공무원 사망 이후...행안부장관 “직원 어려움 세심히 살피겠다”,http://boannews.com/media/view.asp?idx=139657&page=9&kind=2,강현주 기자 | 2025년 10월 04일 17:17
[배종찬의 보안 빅데이터] 조선왕조실록과 국가정보자원관리원 파동,http://boannews.com/media/view.asp?idx=139656&page=9&kind=1,권준  기자 | 2025년 10월 04일 16:57
소방공무원 수험생 5만명 개인정보 유출…‘119고시’ 해킹 가능성,http://boannews.com/media/view.asp?idx=139655&page=9&kind=1,강현주 기자 | 2025년 10월 04일 14:35
아사히 맥주 랜섬웨어 공격 인한 운영 차질 장기화 우려...편의점 재고 곧 바닥날 듯,http://boannews.com/media/view.asp?idx=139654&page=9&kind=1,한세희 기자 | 2025년 10월 04일 14:34
[부고] 김의선 블라우비트 대표 부친상,http://boannews.com/media/view.asp?idx=139653&page=9&kind=1,강현주 기자 | 2025년 10월 04일 11:43
"Hypersonic, 2025 사이버공격방어대회 청소년 우승...1~4위 휩쓸어",http://boannews.com/media/view.asp?idx=139652&page=9&kind=2,강현주 기자 | 2025년 10월 04일 11:23
"[2025 클라우드 보안 리포트] 공공분야에서 시작한 클라우드 보안 확산, 시너지 효과를 일으키다",http://boannews.com/media/view.asp?idx=139610&page=9&kind=3,원병철 기자 | 2025년 10월 03일 23:23
[2025 네트워크 스위치 제품&솔루션 리포트] 네트워크 스위치가 만드는 연결의 기술,http://boannews.com/media/view.asp?idx=139550&page=9&kind=3,엄호식 기자 | 2025년 10월 03일 23:10
"미래엔서해에너지, 랜섬웨어 공격으로 일부 전산 시스템 중단...개인정보 유출 가능성",http://boannews.com/media/view.asp?idx=139651&page=9&kind=1,조재호 기자 | 2025년 10월 03일 17:13
"‘GCF 2025’ 초청, 안랩 안철수 창업자 “사이버보안, 성장과 혁신 위한 인프라”",http://boannews.com/media/view.asp?idx=139650&page=9&kind=3,강현주 기자 | 2025년 10월 03일 15:20
제8기 인터넷주소분쟁조정위원회 출범...위원장에 이대희 고려대 교수,http://boannews.com/media/view.asp?idx=139649&page=9&kind=2,조재호 기자 | 2025년 10월 03일 14:57
"배경훈 과기부총리 “사이버보안, 국가안보의 중요한 축이자 국민안전과 직결”",http://boannews.com/media/view.asp?idx=139648&page=9&kind=2,강현주 기자 | 2025년 10월 03일 14:31
"중국 연계 해커, 아시아 통신·제조업 노린 하이브리드 악성코드 유포",http://boannews.com/media/view.asp?idx=139615&page=9&kind=1,한세희 기자 | 2025년 10월 03일 11:12
"[미리보는 2025 국감-1] 재난·안전·국방 분야 주요 이슈, 국민이 묻다",http://boannews.com/media/view.asp?idx=139556&page=9&kind=2,엄호식 기자 | 2025년 10월 03일 11:05
"[카드뉴스] 양자컴퓨터 시대 도래, PQC(양자내성암호)가 미래 보안을 지킨다",http://boannews.com/media/view.asp?idx=139641&page=9&kind=1,지진솔 기자 | 2025년 10월 03일 10:29
"[인사] 과기정통부, 네트워크정책실장에 최우혁 정보보호네트워크정책관 승진 임명",http://boannews.com/media/view.asp?idx=139647&page=9&kind=2,한세희 기자 | 2025년 10월 03일 09:38
"李 대통령, 신임 개인정보위원장에 송경희 성균관대 교수 임명",http://boannews.com/media/view.asp?idx=139645&page=10&kind=2,강현주 기자 | 2025년 10월 02일 17:37
[김정덕의 보안 다반사-4] 자전거 라이딩과 사이버 보안,http://boannews.com/media/view.asp?idx=139643&page=10&kind=2,권준  기자 | 2025년 10월 02일 16:57
"명정보기술, 트루컷시큐리티와 MOU 통해 사이버 위협 대응 나서",http://boannews.com/media/view.asp?idx=139642&page=10&kind=3,엄호식 기자 | 2025년 10월 02일 16:57
"세종시, 일본 교토 스마트시티 엑스포에서 ‘세종형 스마트시티’ 알려",http://boannews.com/media/view.asp?idx=139638&page=10&kind=2,강초희 기자 | 2025년 10월 02일 16:22
[IP人] 김정훈 이버드 특허법인 변호사...‘美 특허법’ 신간 화제,http://boannews.com/media/view.asp?idx=139637&page=10&kind=3,IP전략연구소 | 2025년 10월 02일 15:34
[인터뷰] 이명호 와이앤엠시스템즈 대표 “상생의 철학으로 키워낸 기술 증명할 것”,http://boannews.com/media/view.asp?idx=139516&page=10&kind=6,강초희 기자 | 2025년 10월 02일 14:08
"번개장터, 융합형 과학검수 솔루션 ‘코어리틱스’ 선뵈",http://boannews.com/media/view.asp?idx=139636&page=10&kind=3,IP전략연구소 | 2025년 10월 02일 13:30
배경훈 부총리 “경영진이 직접 정보보호 현안 점검하고 투자 늘여야”...플랫폼사 연석회의,http://boannews.com/media/view.asp?idx=139635&page=10&kind=2,한세희 기자 | 2025년 10월 02일 13:29
"조달청, 나라장터 등 조달시스템 비상운영상황 점검회의 실시",http://boannews.com/media/view.asp?idx=139634&page=10&kind=2,엄호식 기자 | 2025년 10월 02일 13:23
"한드림넷 보안스위치, 일본 보안 인증 ‘JC-STAR’ 라벨 취득",http://boannews.com/media/view.asp?idx=139633&page=10&kind=3,원병철 기자 | 2025년 10월 02일 13:19
"마이크로시스템, ‘전자식 자가세정 기술 적용 영상감시 카메라’로 IR52 장영실상 수상",http://boannews.com/media/view.asp?idx=139632&page=10&kind=3,강초희 기자 | 2025년 10월 02일 13:18
"서울시 소방재난본부, 데이터센터 87곳 화재안전대책 추진",http://boannews.com/media/view.asp?idx=139629&page=10&kind=2,강초희 기자 | 2025년 10월 02일 13:15
"정부, 2030년 완전자율 선박·드론 상용화 로드맵 발표",http://boannews.com/media/view.asp?idx=139628&page=10&kind=2,강초희 기자 | 2025년 10월 02일 13:14
"외국인노동자, 가상현실(VR) 안전체험교육을 받는다",http://boannews.com/media/view.asp?idx=139626&page=10&kind=2,강초희 기자 | 2025년 10월 02일 13:12
"SK쉴더스, 신종 랜섬웨어 ‘아곤와이퍼’ 복호화 기법 최초 공개",http://boannews.com/media/view.asp?idx=139630&page=10&kind=1,조재호 기자 | 2025년 10월 02일 12:58
"양자 보안으로 스테이블코인 지킨다…핑거-BTQ, 디지털 자산 인프라 협력",http://boannews.com/media/view.asp?idx=139631&page=10&kind=3,한세희 기자 | 2025년 10월 02일 12:54
"이스트시큐리티-테이텀시큐리티, 클라우드 보안 강화 힘 합친다",http://boannews.com/media/view.asp?idx=139621&page=10&kind=3,조재호 기자 | 2025년 10월 02일 11:22
"[IP포토] WIPO 총장, 한국콜마 방문...글로벌 IP협력 논의",http://boannews.com/media/view.asp?idx=139625&page=10&kind=1,IP전략연구소 | 2025년 10월 02일 11:17
"노르마, 독일 큐도라 이온트랩 양자 컴퓨터 국내 클라우드 서비스",http://boannews.com/media/view.asp?idx=139623&page=10&kind=3,한세희 기자 | 2025년 10월 02일 11:15
"지식재산처, 위조상품 감정기술 컨퍼런스 개최",http://boannews.com/media/view.asp?idx=139624&page=10&kind=1,IP전략연구소 | 2025년 10월 02일 11:12
